,Unnamed: 0,source,chapter,analysis_name,analysis_cost,analysis_comment,best_match_synonym,best_match_analysis,similarity,clinic_id
2946,2946,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",мочевая кислота в крови,1.81,https://medart.by/services/biokhimicheskiy-analiz-krovi/mochevaya-kislota-v-krovi/,"анализ крови на мочевую кислоту пурин-2,6,8-трион тригидроксипурин 2,6,8-триоксипурин гетероциклический уреид мочевины",мочевая кислота в крови uric acid,0.7121982137352147,Медарт
2947,2947,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",лактатдегидрогеназы-пируват лдг в крови,2.05,https://medart.by/services/biokhimicheskiy-analiz-krovi/laktatdegidrogenazy-piruvat-ldg/,,,0.4762844213856263,Медарт
2948,2948,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",определение мв-фракции креатинфосфокиназы в крови,18.26,https://medart.by/services/biokhimicheskiy-analiz-krovi/opredelenie-mv-fraktsii-kreatinfosfokinazy-v-krovi/,,,0.5051234452077585,Медарт
2949,2949,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",креатининкиназа ск в крови,2.68,https://medart.by/services/biokhimicheskiy-analiz-krovi/kreatininkinaza-sk/,,,0.4901780403080011,Медарт
2950,2950,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",креатинин в крови,1.41,https://medart.by/services/biokhimicheskiy-analiz-krovi/kreatinin-v-krovi/,"анализ крови на креатинин сывороточный креатинин креатинин сыворотки, оценка скф сreat сre blood creatinine serum creatinine serum creat",креатинин в крови creatinine,0.7567108476834523,Медарт
2951,2951,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",гамма-глутамилтрансфераз ггт в крови,1.83,https://medart.by/services/biokhimicheskiy-analiz-krovi/gamma-glutamiltransferaz-ggt-v-krovi/,,,0.4017714318932334,Медарт
2952,2952,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",билирубин общий в крови,1.55,https://medart.by/services/biokhimicheskiy-analiz-krovi/bilirubin-obshchiy-v-krovi/,общий билирубин крови общий билирубин сыворотки,билирубин общий bilirubin total,0.6369743570511142,Медарт
2953,2953,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",билирубин прямой в крови,1.55,https://medart.by/services/biokhimicheskiy-analiz-krovi/bilirubin-pryamoy-v-krovi/,прямой билирубин конъюгированный билирубин связанный билирубин,"билирубин прямой билирубин конъюгированный, связанный; bilirubin direct",0.6374698563015235,Медарт
2954,2954,medart.by/,"'Лаборатория', 'Биохимический анализ крови'",аспартатаминотранфераза асат в крови,1.81,https://medart.by/services/biokhimicheskiy-analiz-krovi/aspartataminotranferaza-asat-v-krovi/,,,0.3340348143012833,Медарт
2955,2955,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «vip мужской»,612.64,https://medart.by/services/kompleksnye-programmy/ezhegodnaya-programma-profilakticheskogo-issledovaniya-dlya-muzhchin-vip-muzhskoy/,,,0.3612606128950168,Медарт
2956,2956,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «vip женский»,729.98,https://medart.by/services/kompleksnye-programmy/ezhegodnaya-programma-profilakticheskogo-issledovaniya-dlya-zhenshchin-vip-zhenskiy/,,,0.3612606128950168,Медарт
2957,2957,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «послеродовый check up»,340.5,https://medart.by/services/kompleksnye-programmy/kompleksnaya-programma-poslerodovyy-check-up/,,,0.2799725313776688,Медарт
2958,2958,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",анемия — комплексная программа исследования,147.73,https://medart.by/services/kompleksnye-programmy/anemiya-kompleksnaya-programma-issledovaniya/,,,0.4980215384175346,Медарт
2959,2959,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «щитовидная железа»,97.66,https://medart.by/services/kompleksnye-programmy/kompleksnaya-programma-issledovaniya-shchitovidnoy-zhelezy/,,,0.3888174295513263,Медарт
2960,2960,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа исследования почек,113.52,https://medart.by/services/kompleksnye-programmy/kompleksnaya-programma-issledovaniya-pochek/,,,0.4980215384175346,Медарт
2961,2961,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «лабораторный скрининг печени»,268.15,https://medart.by/services/kompleksnye-programmy/kompleksnaya-programma-issledovaniya-pecheni/,,,0.238203232656136,Медарт
2962,2962,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",лимфаденопатия — комплексная программа исследования,370.04,https://medart.by/services/kompleksnye-programmy/limfadenopatiya-kompleksnaya-programma-issledovaniya/,,,0.4980215384175346,Медарт
2963,2963,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «планирование беременности»,760.47,https://medart.by/services/kompleksnye-programmy/kompleksnaya-programma-planirovanie-beremennosti/,,,0.3254237761916455,Медарт
2964,2964,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",гинекологический скрининг,223.59,https://medart.by/services/kompleksnye-programmy/ginekolog-skrining-kompleksnaya-programma-issledovaniya/,,,0.4546620919443493,Медарт
2965,2965,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «боль в суставах»,308.59,https://medart.by/services/kompleksnye-programmy/kompleksnoe-obsledovanie-bol-v-sustavakh/,,,0.2799725313776688,Медарт
2966,2966,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «сердечно-сосудистый скрининг»,252.08,https://medart.by/services/kompleksnye-programmy/serdechno-sosudistaya-profilakticheskaya-kompleksnaya-programma/,,,0.3254602334410435,Медарт
2967,2967,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",анализы для госпитализации,203.49,https://medart.by/services/kompleksnye-programmy/analizy-dlya-gospitalizatsii-kompleksnaya-programma-issledovaniy/,,,0.4264491323522755,Медарт
2968,2968,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",общий скрининговый - комплексная программа исследования,431.25,https://medart.by/services/kompleksnye-programmy/obshchiy-skriningovyy-kompleksnaya-programma-issledovaniya/,,,0.3850959230506854,Медарт
2969,2969,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",послеродовой check up расширенный,450.69,https://medart.by/services/kompleksnye-programmy/poslerodovoy-check-up-rasshirennyy/,,,0.2780679674078589,Медарт
2970,2970,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «постковидный check up»,367.59,https://medart.by/services/kompleksnye-programmy/kompleksnaya-programma-postkovidnyy-check-up/,,,0.2799725313776688,Медарт
2971,2971,medart.by/,"'Лаборатория', 'Комплексные программы обследования организма'",комплексная программа «холестериновый спектр»,61.13,https://medart.by/services/kompleksnye-programmy/kompleksnaya-programma-kholesterinovyy-spektr/,,,0.3074753809573788,Медарт
2972,2972,medart.by/,"'Лаборатория', 'Анализы на гормоны'",тиреотропный гормон ттг,27.87,https://medart.by/services/analizy-na-gormony/tireotropnyy-gormon-ttg/,тиреостимулирующий гормон тиреотропин,"тиреотропный гормон ттг, тиротропин, thyroid stimulating hormone, tsh",0.6117917549813696,Медарт
2973,2973,medart.by/,"'Лаборатория', 'Анализы на гормоны'",свободная фракция т-4,21.68,https://medart.by/services/analizy-na-gormony/svobodnaya-fraktsiya-t-4/,,,0.3914878228446322,Медарт
2974,2974,medart.by/,"'Лаборатория', 'Анализы на гормоны'",витамин д,32.6,https://medart.by/services/analizy-na-gormony/vitamin-d/,,,0.4773428213369153,Медарт
2975,2975,medart.by/,"'Лаборатория', 'Анализы на гормоны'",антитела к тироидпероксидазе,34.03,https://medart.by/services/analizy-na-gormony/autoantitela-k-tiroidperoksidaze/,,,0.3298418354667855,Медарт
2976,2976,medart.by/,"'Лаборатория', 'Анализы на гормоны'",пролактин,29.76,https://medart.by/services/analizy-na-gormony/prolaktin/,анализ крови на пролактин лактотропный гормон лактогенный гормон маммотропин маммотропный гормон lactotropin prl luteotropic hormone lth,пролактин prolactin + дополнительный тест на макропролактин при результате пролактина выше 700 мед/л,0.5877254258507968,Медарт
2977,2977,medart.by/,"'Лаборатория', 'Анализы на гормоны'",макропролактин,13.52,https://medart.by/services/analizy-na-gormony/makroprolaktin/,высокомолекулярный пролактин macroprl «big-big» prolactin «big-big» prl,макропролактин macroprolactin,0.6857046171402729,Медарт
2978,2978,medart.by/,"'Лаборатория', 'Анализы на гормоны'",антитела к тиреоидной пероксидазе ат-тпо,34.03,https://medart.by/services/analizy-na-gormony/antitela-k-tireoidnoy-peroksidaze-at-tpo/,анализа крови на ат-тпо антитела к микросомальному антигену атпо antimicrosomal antibodies antithyroid microsomal antibodies thyroid peroxidase autoantibodies tpo antibodies thyroid peroxidase test thyroid microsomal antibody thyroperoxidase antibody tpoab anti-tpo,"антитела к тиреоидной пероксидазе ат-тпо, микросомальные антитела, anti-thyroid peroxidase autoantibodies",0.7428661657315525,Медарт
